collect.date,year,doy,BY,location,ona_id,total.age,european.age,FL_mm,weight_g,hatchery,sex,comments
2006-03-15,2006,74,2004,OK Falls Prov Park- VDS 17,NA,unknown,unknown,100,10.8,Unknown,NA,was numbered as 4
2006-04-12,2006,102,2004,OK Falls Prov Park- VDS 17,1525,unknown,unknown,113,16.4,Unknown,NA,
2006-04-12,2006,102,2004,OK Falls Prov Park- VDS 17,1526,unknown,unknown,98,10.4,Unknown,NA,
2006-04-12,2006,102,2004,OK Falls Prov Park- VDS 17,1529,unknown,unknown,103,10.9,Unknown,NA,
2006-04-12,2006,102,2004,OK Falls Prov Park- VDS 17,1531,unknown,unknown,109,11.6,Unknown,NA,
2006-04-13,2006,103,2004,OK Falls Prov Park- VDS 17,1538,unknown,unknown,115,13.35,Unknown,NA,couldn't tell if calcein marked due to ethanol
2006-04-13,2006,103,2004,OK Falls Prov Park- VDS 17,1540,unknown,unknown,114,15.73,Unknown,NA,weren't preserved right away (5 days)
2006-04-13,2006,103,2004,OK Falls Prov Park- VDS 17,1541,unknown,unknown,110,13.57,Unknown,NA,weren't preserved right away (5 days)
2006-04-13,2006,103,2004,OK Falls Prov Park- VDS 17,1544,unknown,unknown,110,13.59,Unknown,NA,weren't preserved right away (5 days)
2006-04-13,2006,103,2004,OK Falls Prov Park- VDS 17,1545,unknown,unknown,110,15.06,Unknown,NA,weren't preserved right away (5 days)
2006-04-13,2006,103,2004,OK Falls Prov Park- VDS 17,1546,unknown,unknown,93,9.43,Unknown,NA,weren't preserved right away (5 days)
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1549,unknown,unknown,108,16.3,Unknown,NA,weren't preserved right away (5 days)
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1551,unknown,unknown,112,15,Unknown,NA,weren't preserved right away (5 days)
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1555,unknown,unknown,113,14.3,Unknown,NA,weren't preserved right away (5 days)
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1556,unknown,unknown,110,14.1,Unknown,NA,weren't preserved right away (5 days)
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1557,unknown,unknown,113,16.7,Unknown,NA,weren't preserved right away (5 days)
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1558,unknown,unknown,110,14.6,Unknown,NA,weren't preserved right away (5 days)
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1559,unknown,unknown,105,12.1,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1561,unknown,unknown,100,11.3,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1562,unknown,unknown,115,15.3,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1563,unknown,unknown,112,14.6,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1564,unknown,unknown,104,11.7,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1565,unknown,unknown,99,10.3,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1566,unknown,unknown,113,14.1,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1567,unknown,unknown,113,14.1,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1568,unknown,unknown,110,15.8,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1569,unknown,unknown,114,17.4,Unknown,NA,
2006-04-18,2006,108,2004,OK Falls Prov Park- VDS 17,1570,unknown,unknown,110,14.9,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1575,unknown,unknown,109,12.94,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1576,unknown,unknown,115,15.83,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1579,unknown,unknown,114,14.27,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1580,unknown,unknown,112,12.98,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1581,unknown,unknown,112,13.68,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1583,unknown,unknown,113,12.74,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1585,unknown,unknown,112,14.4,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1587,unknown,unknown,115,16.25,Unknown,NA,
2006-04-20,2006,110,2004,OK Falls Prov Park- VDS 17,1588,unknown,unknown,95,9.76,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1591,unknown,unknown,109,13.21,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1592,unknown,unknown,113,14.96,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1593,unknown,unknown,106,12.81,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1594,unknown,unknown,112,15.3,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1595,unknown,unknown,107,14.58,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1598,unknown,unknown,115,18.97,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1599,unknown,unknown,115,11.68,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1601,unknown,unknown,113,14.86,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1602,unknown,unknown,110,13.11,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1604,unknown,unknown,113,13.98,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1607,unknown,unknown,112,11.88,Unknown,NA,
2006-04-21,2006,111,2004,OK Falls Prov Park- VDS 17,1608,unknown,unknown,115,12.86,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1612,unknown,unknown,112,13.26,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1613,unknown,unknown,115,11.86,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1614,unknown,unknown,112,14.99,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1615,unknown,unknown,110,12.22,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1617,unknown,unknown,112,12.36,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1619,unknown,1,115,11.69,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1623,unknown,1,111,13.13,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1624,unknown,1,109,12.72,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1625,unknown,1,115,14.75,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1626,unknown,1,112,13.23,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1627,unknown,1,105,12.32,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1628,unknown,1,106,11.98,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1630,unknown,1,115,15.56,Unknown,NA,
2006-04-24,2006,114,2004,OK Falls Prov Park- VDS 17,1631,unknown,1,107,11.39,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1633,unknown,1,111,13.95,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1634,unknown,1,110,13.69,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1635,unknown,1,113,15.19,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1637,unknown,1,109,11.75,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1638,unknown,1,99,10.75,Unknown,NA,R otolith broke
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1640,unknown,1,114,15.43,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1641,unknown,1,102,11.75,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1642,unknown,1,111,15.49,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1643,unknown,1,105,11.9,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1644,2,1,108,12.5,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1645,2,1,107,12.69,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1647,2,1,111,14.32,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1648,2,1,104,10.64,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1650,2,1,108,13.16,Unknown,NA,
2006-04-25,2006,115,2004,OK Falls Prov Park- VDS 17,1651,2,1,113,13.55,Unknown,NA,
2006-04-26,2006,116,2004,OK Falls Prov Park- VDS 17,1653,unknown,unknown,112,15.5,Unknown,NA,
2006-04-26,2006,116,2004,OK Falls Prov Park- VDS 17,1654,unknown,unknown,115,15.4,Unknown,NA,
2006-04-26,2006,116,2004,OK Falls Prov Park- VDS 17,1655,unknown,unknown,112,13.7,Unknown,NA,
2006-04-26,2006,116,2004,OK Falls Prov Park- VDS 17,1657,unknown,unknown,113,13.1,Unknown,NA,
2006-04-26,2006,116,2004,OK Falls Prov Park- VDS 17,1658,unknown,unknown,114,14.4,Unknown,NA,
2006-04-26,2006,116,2004,OK Falls Prov Park- VDS 17,1659,unknown,unknown,109,12.5,Unknown,NA,
2006-04-26,2006,116,2004,OK Falls Prov Park- VDS 17,1660,unknown,unknown,108,12.7,Unknown,NA,
2006-04-26,2006,116,2004,OK Falls Prov Park- VDS 17,1661,unknown,unknown,112,13.1,Unknown,NA,
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1662,2,1,107,12.5,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1663,2,1,112,13.81,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1664,2,1,111,12.53,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1665,2,1,106,17.86,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1666,2,1,114,13.76,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1667,2,1,109,13.96,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1670,2,1,113,13.7,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1671,2,1,109,13,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1672,2,1,112,12.98,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1673,2,1,113,14.59,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1675,2,1,104,10.89,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1676,2,1,112,14.26,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1678,2,1,110,13.22,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1680,unknown,unknown,109,12.07,Unknown,NA,can't tell if calcein marked due to ethanol
2006-04-27,2006,117,2004,OK Falls Prov Park- VDS 17,1681,unknown,unknown,102,11.74,Unknown,NA,can't tell if calcein marked due to ethanol
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1682,unknown,unknown,114,14.8,Unknown,NA,
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1684,unknown,unknown,103,12.7,Unknown,NA,
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1685,unknown,unknown,113,15.8,Unknown,NA,
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1686,unknown,unknown,99,11.1,Unknown,NA,
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1687,unknown,unknown,109,14.3,Unknown,NA,
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1688,unknown,unknown,111,14.8,Unknown,NA,
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1689,unknown,unknown,104,12.9,Unknown,NA,
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1690,unknown,unknown,111,15.2,Unknown,NA,
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1692,unknown,unknown,104,11.8,Unknown,NA,OK river fyke net 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1693,unknown,unknown,111,13.8,Unknown,NA,OK river fyke net 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1694,unknown,unknown,109,13.7,Unknown,NA,OK river fyke net 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1695,unknown,unknown,113,14.9,Unknown,NA,OK river fyke net 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1696,unknown,unknown,114,14.6,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1697,unknown,unknown,111,13.9,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1698,unknown,unknown,108,10.5,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1700,unknown,unknown,112,14.7,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1701,unknown,unknown,110,12.9,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1702,unknown,unknown,114,13.3,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1703,unknown,unknown,105,10.9,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1704,unknown,unknown,115,15,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1705,unknown,unknown,115,14.2,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1706,unknown,unknown,105,9,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1707,unknown,unknown,103,11,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1709,unknown,unknown,113,12.1,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1710,unknown,unknown,110,10.9,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1711,unknown,unknown,105,9.2,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1712,unknown,unknown,105,11,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1713,unknown,unknown,105,11.1,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1714,unknown,unknown,113,12.1,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1717,unknown,unknown,114,11,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1718,unknown,unknown,110,12.8,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-02,2006,122,2004,OK Falls Prov Park- VDS 17,1719,unknown,unknown,115,12.7,Unknown,NA,OK river fyke net-preserved in ethanol before processed 
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1722,unknown,unknown,100,11.6,Unknown,NA,R otolith broke
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1723,unknown,unknown,92,8.6,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1724,unknown,unknown,96,8.5,Unknown,NA,R otolith broke
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1725,unknown,unknown,113,16,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1726,unknown,unknown,99,11.9,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1728,unknown,unknown,102,11.8,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1729,unknown,unknown,106,12,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1730,unknown,unknown,111,13.8,Unknown,NA,1 otolith
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1731,unknown,unknown,104,11.1,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1732,unknown,unknown,98,10.6,Unknown,NA,R otolith broke
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1733,unknown,unknown,106,12.3,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1734,unknown,unknown,109,14.6,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1736,unknown,unknown,98,12.8,Unknown,NA,fish curved
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1737,unknown,unknown,103,11.3,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1738,unknown,unknown,107,12.1,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1739,unknown,unknown,106,12.3,Unknown,NA,
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1740,unknown,unknown,104,12.9,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1741,unknown,unknown,112,16.2,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1742,unknown,unknown,107,14.5,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1743,unknown,unknown,110,16.1,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1744,unknown,unknown,106,13.4,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1745,unknown,unknown,108,13.9,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1746,unknown,unknown,109,14,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1748,unknown,unknown,111,16.8,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1749,unknown,unknown,107,14.1,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1750,unknown,unknown,112,16.3,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1751,unknown,unknown,110,14.8,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1752,unknown,unknown,112,15,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1753,unknown,unknown,111,15.3,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1754,unknown,unknown,111,14.7,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1755,unknown,unknown,113,15.7,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1756,unknown,unknown,105,11.9,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1757,unknown,unknown,104,12.2,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1758,unknown,unknown,111,14.6,Unknown,NA,caught in flume; L otolith broke
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1759,unknown,unknown,110,14.3,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1760,unknown,unknown,113,15.1,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1761,unknown,unknown,107,12.7,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1762,unknown,unknown,113,16.2,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1763,unknown,unknown,109,12.5,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1764,unknown,unknown,105,13.1,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1765,unknown,unknown,112,15.3,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1766,unknown,unknown,114,14.5,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1767,unknown,unknown,114,15,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1768,unknown,unknown,108,13.5,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1769,unknown,unknown,112,14.1,Unknown,NA,caught in flume; missing otoliths
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1770,unknown,unknown,109,14.3,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1771,unknown,unknown,108,13.8,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1772,unknown,unknown,109,12.8,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1773,unknown,unknown,103,12.5,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1774,unknown,unknown,105,13.7,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1775,unknown,unknown,104,12.8,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1776,unknown,unknown,110,14.1,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1777,unknown,unknown,113,14.7,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1778,unknown,unknown,107,12.3,Unknown,NA,caught in flume; R otolith no bottom
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1779,unknown,unknown,114,15.7,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1780,unknown,unknown,111,13.9,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1781,unknown,unknown,113,14.6,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1782,unknown,unknown,111,14.9,Unknown,NA,caught in flume; L otolith broke
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1783,unknown,unknown,112,14.4,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1784,unknown,unknown,103,12.2,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1785,unknown,unknown,107,11.9,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1786,unknown,unknown,109,12.1,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1787,unknown,unknown,106,11.7,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1788,unknown,unknown,108,13.1,Unknown,NA,caught in flume
2006-05-03,2006,123,2004,OK Falls Prov Park- VDS 17,1789,unknown,unknown,106,13,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1790,unknown,unknown,104,13.3,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1791,unknown,unknown,109,14.2,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1792,unknown,unknown,108,13.1,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1793,unknown,unknown,110,13.7,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1794,unknown,unknown,103,12.5,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1795,unknown,unknown,110,15,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1796,unknown,unknown,114,14.7,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1798,unknown,unknown,105,13,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1799,unknown,unknown,104,12.1,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1800,unknown,unknown,111,13.8,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1801,unknown,unknown,113,14,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1802,unknown,unknown,107,13.7,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1803,unknown,unknown,104,12,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1804,unknown,unknown,112,14.3,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1805,unknown,unknown,113,16.1,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1806,unknown,unknown,115,15.5,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1807,unknown,unknown,110,14.3,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1808,unknown,unknown,108,13.4,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1809,unknown,unknown,108,13.8,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1810,unknown,unknown,99,11.3,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1811,unknown,unknown,112,14.5,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1812,unknown,unknown,113,15.1,Unknown,NA,caught in flume
2006-05-05,2006,125,2004,OK Falls Prov Park- VDS 17,1813,unknown,unknown,110,13.7,Unknown,NA,caught in flume
